,Species,AIV,Sampling_Site,Type_Of_Site
6638,BWTE,1,Rice Lake,Lake
6639,BWTE,1,Rice Lake,Lake
6640,BWTE,1,Rice Lake,Lake
6641,BWTE,1,Rice Lake,Lake
6642,BWTE,1,Rice Lake,Lake
6643,BWTE,0,Rice Lake,Lake
6644,BWTE,0,Rice Lake,Lake
6645,BWTE,0,Rice Lake,Lake
6646,BWTE,0,Rice Lake,Lake
6647,BWTE,0,Rice Lake,Lake
6648,BWTE,0,Rice Lake,Lake
6649,BWTE,0,Rice Lake,Lake
6650,BWTE,0,Rice Lake,Lake
6651,BWTE,0,Rice Lake,Lake
6652,BWTE,0,Rice Lake,Lake
6653,BWTE,0,Rice Lake,Lake
6654,BWTE,0,Rice Lake,Lake
6655,BWTE,0,Rice Lake,Lake
6656,BWTE,0,Rice Lake,Lake
6657,BWTE,0,Rice Lake,Lake
6658,BWTE,0,Rice Lake,Lake
6659,BWTE,0,Rice Lake,Lake
6660,BWTE,0,Rice Lake,Lake
6661,BWTE,0,Rice Lake,Lake
6662,BWTE,0,Rice Lake,Lake
6663,BWTE,0,Rice Lake,Lake
6664,BWTE,0,Rice Lake,Lake
6665,BWTE,0,Rice Lake,Lake
6666,BWTE,0,Rice Lake,Lake
6667,BWTE,0,Rice Lake,Lake
6668,BWTE,0,Rice Lake,Lake
6669,BWTE,0,Rice Lake,Lake
6670,BWTE,0,Rice Lake,Lake
6671,BWTE,0,Rice Lake,Lake
6672,MALL,1,Big Grass Marsh,Marsh
6673,MALL,0,Big Grass Marsh,Marsh
6674,MALL,0,Big Grass Marsh,Marsh
6675,MALL,0,Big Grass Marsh,Marsh
6676,MALL,0,Big Grass Marsh,Marsh
6677,MALL,0,Big Grass Marsh,Marsh
6678,MALL,0,Big Grass Marsh,Marsh
6679,MALL,0,Big Grass Marsh,Marsh
6680,MALL,0,Big Grass Marsh,Marsh
6681,MALL,0,Big Grass Marsh,Marsh
6682,MALL,0,Big Grass Marsh,Marsh
6683,MALL,0,Big Grass Marsh,Marsh
6684,BWTE,0,Big Grass Marsh,Marsh
6685,MALL,0,Big Grass Marsh,Marsh
6686,MALL,0,Big Grass Marsh,Marsh
6687,MALL,0,Big Grass Marsh,Marsh
6688,MALL,0,Big Grass Marsh,Marsh
6689,MALL,0,Big Grass Marsh,Marsh
6690,MALL,0,Big Grass Marsh,Marsh
6691,MALL,0,Big Grass Marsh,Marsh
6692,MALL,0,Big Grass Marsh,Marsh
6693,MALL,0,Big Grass Marsh,Marsh
6694,MALL,0,Big Grass Marsh,Marsh
6695,MALL,0,Big Grass Marsh,Marsh
6696,MALL,0,Big Grass Marsh,Marsh
6697,MALL,0,Big Grass Marsh,Marsh
6698,MALL,0,Big Grass Marsh,Marsh
6699,MALL,0,Big Grass Marsh,Marsh
6700,MALL,0,Big Grass Marsh,Marsh
6701,MALL,0,Big Grass Marsh,Marsh
6702,MALL,0,Big Grass Marsh,Marsh
6703,MALL,0,Big Grass Marsh,Marsh
6704,MALL,0,Big Grass Marsh,Marsh
6705,MALL,0,Big Grass Marsh,Marsh
6706,BWTE,1,Big Grass Marsh,Marsh
6707,BWTE,1,Big Grass Marsh,Marsh
6708,BWTE,1,Big Grass Marsh,Marsh
6709,BWTE,1,Big Grass Marsh,Marsh
6710,BWTE,1,Big Grass Marsh,Marsh
6711,BWTE,1,Big Grass Marsh,Marsh
6712,BWTE,1,Big Grass Marsh,Marsh
6713,BWTE,1,Big Grass Marsh,Marsh
6714,BWTE,1,Big Grass Marsh,Marsh
6715,BWTE,1,Big Grass Marsh,Marsh
6716,BWTE,0,Big Grass Marsh,Marsh
6717,BWTE,0,Big Grass Marsh,Marsh
6718,BWTE,0,Big Grass Marsh,Marsh
6719,BWTE,0,Big Grass Marsh,Marsh
6720,BWTE,0,Big Grass Marsh,Marsh
6721,BWTE,0,Big Grass Marsh,Marsh
6722,BWTE,0,Big Grass Marsh,Marsh
6723,BWTE,0,Big Grass Marsh,Marsh
6724,BWTE,0,Big Grass Marsh,Marsh
6725,BWTE,0,Big Grass Marsh,Marsh
6726,BWTE,0,Big Grass Marsh,Marsh
6727,BWTE,0,Big Grass Marsh,Marsh
6728,BWTE,0,Big Grass Marsh,Marsh
6729,BWTE,0,Big Grass Marsh,Marsh
6730,BWTE,0,Big Grass Marsh,Marsh
6731,BWTE,0,Big Grass Marsh,Marsh
6732,BWTE,0,Big Grass Marsh,Marsh
6733,BWTE,0,Big Grass Marsh,Marsh
6734,BWTE,0,Big Grass Marsh,Marsh
6735,BWTE,0,Big Grass Marsh,Marsh
6736,BWTE,0,Big Grass Marsh,Marsh
6737,BWTE,0,Big Grass Marsh,Marsh
6738,BWTE,0,Big Grass Marsh,Marsh
6739,BWTE,0,Big Grass Marsh,Marsh
6740,BWTE,1,Big Grass Marsh,Marsh
6741,BWTE,1,Big Grass Marsh,Marsh
6742,BWTE,1,Big Grass Marsh,Marsh
6743,BWTE,0,Big Grass Marsh,Marsh
6744,BWTE,0,Big Grass Marsh,Marsh
6745,BWTE,0,Big Grass Marsh,Marsh
6746,BWTE,0,Big Grass Marsh,Marsh
6747,BWTE,0,Big Grass Marsh,Marsh
6748,BWTE,0,Big Grass Marsh,Marsh
6749,BWTE,0,Big Grass Marsh,Marsh
6750,BWTE,0,Big Grass Marsh,Marsh
6751,BWTE,0,Big Grass Marsh,Marsh
6752,BWTE,0,Big Grass Marsh,Marsh
6753,BWTE,0,Big Grass Marsh,Marsh
6754,BWTE,0,Big Grass Marsh,Marsh
6755,BWTE,0,Big Grass Marsh,Marsh
6756,BWTE,0,Big Grass Marsh,Marsh
6757,BWTE,0,Big Grass Marsh,Marsh
6758,BWTE,0,Big Grass Marsh,Marsh
6759,BWTE,0,Big Grass Marsh,Marsh
6760,BWTE,0,Big Grass Marsh,Marsh
6761,BWTE,0,Big Grass Marsh,Marsh
6762,BWTE,0,Big Grass Marsh,Marsh
6763,BWTE,0,Big Grass Marsh,Marsh
6764,BWTE,1,Big Grass Marsh,Marsh
6765,BWTE,1,Big Grass Marsh,Marsh
6766,BWTE,1,Big Grass Marsh,Marsh
6767,BWTE,0,Big Grass Marsh,Marsh
6768,BWTE,0,Big Grass Marsh,Marsh
6769,BWTE,0,Big Grass Marsh,Marsh
6770,BWTE,0,Big Grass Marsh,Marsh
6771,BWTE,0,Big Grass Marsh,Marsh
6772,BWTE,0,Big Grass Marsh,Marsh
6773,BWTE,0,Big Grass Marsh,Marsh
6774,BWTE,0,Big Grass Marsh,Marsh
6775,BWTE,0,Big Grass Marsh,Marsh
6776,BWTE,0,Big Grass Marsh,Marsh
6777,BWTE,0,Big Grass Marsh,Marsh
6778,BWTE,0,Big Grass Marsh,Marsh
6779,BWTE,0,Big Grass Marsh,Marsh
6780,BWTE,0,Big Grass Marsh,Marsh
6781,BWTE,0,Big Grass Marsh,Marsh
6782,BWTE,0,Big Grass Marsh,Marsh
6783,BWTE,0,Big Grass Marsh,Marsh
6784,BWTE,0,Big Grass Marsh,Marsh
6785,BWTE,0,Big Grass Marsh,Marsh
6786,BWTE,0,Big Grass Marsh,Marsh
6787,BWTE,0,Big Grass Marsh,Marsh
6788,BWTE,0,Big Grass Marsh,Marsh
6789,BWTE,0,Big Grass Marsh,Marsh
6790,BWTE,0,Big Grass Marsh,Marsh
6791,BWTE,0,Big Grass Marsh,Marsh
6792,BWTE,0,Big Grass Marsh,Marsh
6793,BWTE,0,Big Grass Marsh,Marsh
6794,BWTE,0,Big Grass Marsh,Marsh
6795,BWTE,0,Big Grass Marsh,Marsh
6796,BWTE,0,Big Grass Marsh,Marsh
6797,BWTE,0,Big Grass Marsh,Marsh
6798,BWTE,0,Big Grass Marsh,Marsh
6799,BWTE,0,Big Grass Marsh,Marsh
6800,BWTE,0,Big Grass Marsh,Marsh
6801,MALL,1,Amherst Point,Lake
6802,MALL,0,White Birch,Creek
6803,MALL,1,White Birch,Creek
6804,MALL,1,Tower Goose,Creek
6805,MALL,1,Tower Goose,Creek
6806,MALL,0,Tower Goose,Creek
6807,BWTE,1,Allisary,Creek
6808,MALL,1,White Birch,Creek
6809,MALL,1,Tower Goose,Creek
6810,MALL,0,Allisary,Creek
6811,MALL,1,Marshfield,River
6812,MALL,1,White Birch,Creek
6813,MALL,0,White Birch,Creek
6814,MALL,1,Tower Goose,Creek
6815,MALL,1,Tower Goose,Creek
6816,MALL,1,Tower Goose,Creek
6817,MALL,0,Eddy Road,Urban
6818,MALL,1,East Amherst,Creek
6819,MALL,1,East Amherst,Creek
6820,MALL,1,East Amherst,Creek
6821,MALL,0,East Amherst,Creek
6822,MALL,0,East Amherst,Creek
6823,MALL,0,East Amherst,Creek
6824,MALL,0,East Amherst,Creek
6825,MALL,0,East Amherst,Creek
6826,MALL,0,East Amherst,Creek
6827,MALL,0,East Amherst,Creek
6828,MALL,0,East Amherst,Creek
6829,MALL,0,East Amherst,Creek
6830,BWTE,0,East Amherst,Creek
6831,BWTE,0,East Amherst,Creek
6832,MALL,1,White Birch,Creek
6833,MALL,0,White Birch,Creek
6834,MALL,1,Tower Goose,Creek
6835,MALL,0,Tower Goose,Creek
6836,MALL,0,Tongue's Island,River
6837,MALL,1,Eddy Road,Urban
6838,MALL,1,East Amherst,Creek
6839,MALL,1,East Amherst,Creek
6840,MALL,1,White Birch,Creek
6841,MALL,1,White Birch,Creek
6842,MALL,1,White Birch,Creek
6843,MALL,1,White Birch,Creek
6844,MALL,0,White Birch,Creek
6845,MALL,0,Tuddy's,Pond
6846,MALL,0,Eddy Road,Urban
6847,MALL,1,Amherst Point,Lake
6848,MALL,1,Amherst Point,Lake
6849,MALL,1,Amherst Point,Lake
6850,MALL,1,Amherst Point,Lake
6851,MALL,1,Amherst Point,Lake
6852,BWTE,0,Amherst Point,Lake
6853,MALL,1,White Birch,Creek
6854,MALL,1,East Amherst,Creek
6855,MALL,1,East Amherst,Creek
6856,MALL,1,Tuddy's,Pond
6857,MALL,1,Tongue's Island,River
6858,MALL,1,Tongue's Island,River
6859,MALL,1,Tongue's Island,River
6860,MALL,1,Tongue's Island,River
6861,MALL,1,Tongue's Island,River
6862,MALL,1,Tongue's Island,River
6863,MALL,1,Tongue's Island,River
6864,MALL,1,Tongue's Island,River
6865,MALL,0,Tongue's Island,River
6866,MALL,1,East Amherst,Creek
6867,MALL,1,East Amherst,Creek
6868,MALL,0,East Amherst,Creek
6869,MALL,0,East Amherst,Creek
6870,MALL,0,East Amherst,Creek
6871,MALL,0,East Amherst,Creek
6872,MALL,0,East Amherst,Creek
6873,MALL,0,East Amherst,Creek
6874,MALL,1,Tongue's Island,River
6875,MALL,1,Tongue's Island,River
6876,MALL,1,Tongue's Island,River
6877,MALL,1,Tongue's Island,River
6878,MALL,0,Tongue's Island,River
6879,MALL,0,Tongue's Island,River
6880,MALL,0,Tower Goose,Creek
6881,MALL,1,Tongue's Island,River
6882,MALL,0,Tongue's Island,River
6883,MALL,1,Missaquash Marsh,Marsh
6884,MALL,1,Missaquash Marsh,Marsh
6885,MALL,0,Missaquash Marsh,Marsh
6886,MALL,0,Missaquash Marsh,Marsh
6887,MALL,0,Missaquash Marsh,Marsh
6888,MALL,1,Eddy Road,Urban
6889,MALL,1,Eddy Road,Urban
6890,MALL,0,Eddy Road,Urban
6891,MALL,0,Eddy Road,Urban
6892,MALL,1,East Amherst,Creek
6893,MALL,1,East Amherst,Creek
6894,MALL,1,East Amherst,Creek
6895,MALL,1,East Amherst,Creek
6896,MALL,0,East Amherst,Creek
6897,MALL,0,Tongue's Island,River
6898,MALL,1,Missaquash Marsh,Marsh
6899,MALL,1,Missaquash Marsh,Marsh
6900,MALL,1,Eddy Road,Urban
6901,MALL,1,Eddy Road,Urban
6902,MALL,1,Eddy Road,Urban
6903,MALL,0,East Amherst,Creek
6904,MALL,1,East Amherst,Creek
6905,MALL,1,Amherst Point,Lake
6906,MALL,1,Amherst Point,Lake
6907,MALL,0,Amherst Point,Lake
6908,MALL,0,Amherst Point,Lake
6909,MALL,0,Tower Goose,Creek
6910,MALL,0,Tongue's Island,River
6911,MALL,1,Port Rowan (Big Creek),Lake
6912,MALL,1,Port Rowan (Big Creek),Lake
6913,MALL,1,Port Rowan (Big Creek),Lake
6914,MALL,0,Port Rowan (Big Creek),Lake
6915,MALL,0,Port Rowan (Big Creek),Lake
6916,MALL,1,Port Rowan (Big Creek),Lake
6917,MALL,1,Port Rowan (Big Creek),Lake
6918,MALL,1,Port Rowan (Big Creek),Lake
6919,MALL,1,Port Rowan (Big Creek),Lake
6920,MALL,1,Port Rowan (Big Creek),Lake
6921,MALL,1,Port Rowan (Big Creek),Lake
6922,MALL,1,Port Rowan (Big Creek),Lake
6923,MALL,1,Port Rowan (Big Creek),Lake
6924,MALL,1,Port Rowan (Big Creek),Lake
6925,MALL,0,Port Rowan (Big Creek),Lake
6926,MALL,0,Port Rowan (Big Creek),Lake
6927,MALL,0,Port Rowan (Big Creek),Lake
6928,MALL,0,Port Rowan (Big Creek),Lake
6929,MALL,0,Port Rowan (Big Creek),Lake
6930,MALL,0,Port Rowan (Big Creek),Lake
6931,MALL,0,Port Rowan (Big Creek),Lake
6932,MALL,0,Port Rowan (Big Creek),Lake
6933,MALL,0,Port Rowan (Big Creek),Lake
6934,MALL,0,Port Rowan (Big Creek),Lake
6935,MALL,0,Port Rowan (Big Creek),Lake
6936,MALL,0,Port Rowan (Big Creek),Lake
6937,MALL,0,Port Rowan (Big Creek),Lake
6938,MALL,0,Port Rowan (Big Creek),Lake
6939,MALL,1,Lac Saint-Pierre,Mixed
6940,MALL,1,Lac Saint-Pierre,Mixed
6941,MALL,1,Lac Saint-Pierre,Mixed
6942,MALL,1,Lac Saint-Pierre,Mixed
6943,MALL,1,Lac Saint-Pierre,Mixed
6944,MALL,1,Lac Saint-Pierre,Mixed
6945,MALL,1,Lac Saint-Pierre,Mixed
6946,MALL,1,Lac Saint-Pierre,Mixed
6947,MALL,0,Lac Saint-Pierre,Mixed
6948,MALL,1,Lac Saint-Pierre,Mixed
6949,MALL,1,Lac Saint-Pierre,Mixed
6950,MALL,1,Lac Saint-Pierre,Mixed
6951,MALL,1,Lac Saint-Pierre,Mixed
6952,MALL,1,Lac Saint-Pierre,Mixed
6953,MALL,1,Lac Saint-Pierre,Mixed
6954,MALL,1,Lac Saint-Pierre,Mixed
6955,MALL,1,Lac Saint-Pierre,Mixed
6956,MALL,1,Lac Saint-Pierre,Mixed
6957,MALL,1,Lac Saint-Pierre,Mixed
6958,MALL,1,Lac Saint-Pierre,Mixed
6959,MALL,1,Lac Saint-Pierre,Mixed
6960,MALL,1,Lac Saint-Pierre,Mixed
6961,MALL,1,Lac Saint-Pierre,Mixed
6962,MALL,1,Lac Saint-Pierre,Mixed
6963,MALL,1,Lac Saint-Pierre,Mixed
6964,MALL,1,Lac Saint-Pierre,Mixed
6965,MALL,1,Lac Saint-Pierre,Mixed
6966,MALL,1,Lac Saint-Pierre,Mixed
6967,MALL,1,Lac Saint-Pierre,Mixed
6968,MALL,1,Lac Saint-Pierre,Mixed
6969,MALL,1,Lac Saint-Pierre,Mixed
6970,MALL,1,Lac Saint-Pierre,Mixed
6971,MALL,1,Lac Saint-Pierre,Mixed
6972,MALL,1,Lac Saint-Pierre,Mixed
6973,MALL,1,Lac Saint-Pierre,Mixed
6974,MALL,1,Lac Saint-Pierre,Mixed
6975,MALL,1,Lac Saint-Pierre,Mixed
6976,MALL,1,Lac Saint-Pierre,Mixed
6977,MALL,0,Lac Saint-Pierre,Mixed
6978,MALL,0,Lac Saint-Pierre,Mixed
6979,MALL,0,Lac Saint-Pierre,Mixed
6980,MALL,0,Lac Saint-Pierre,Mixed
6981,MALL,0,Lac Saint-Pierre,Mixed
6982,MALL,0,Lac Saint-Pierre,Mixed
6983,MALL,0,Lac Saint-Pierre,Mixed
6984,MALL,1,Lac Saint-Pierre,Mixed
6985,MALL,1,Lac Saint-Pierre,Mixed
6986,MALL,1,Lac Saint-Pierre,Mixed
6987,MALL,1,Lac Saint-Pierre,Mixed
6988,MALL,1,Lac Saint-Pierre,Mixed
6989,MALL,1,Lac Saint-Pierre,Mixed
6990,MALL,1,Lac Saint-Pierre,Mixed
6991,MALL,1,Lac Saint-Pierre,Mixed
6992,MALL,1,Lac Saint-Pierre,Mixed
6993,MALL,1,Lac Saint-Pierre,Mixed
6994,MALL,1,Lac Saint-Pierre,Mixed
6995,MALL,1,Lac Saint-Pierre,Mixed
6996,MALL,1,Lac Saint-Pierre,Mixed
6997,MALL,0,Lac Saint-Pierre,Mixed
6998,MALL,0,Lac Saint-Pierre,Mixed
6999,MALL,0,Lac Saint-Pierre,Mixed
7000,MALL,1,Lac Saint-Pierre,Mixed
7001,MALL,1,Lac Saint-Pierre,Mixed
7002,MALL,1,Lac Saint-Pierre,Mixed
7003,MALL,1,Lac Saint-Pierre,Mixed
7004,MALL,1,Lac Saint-Pierre,Mixed
7005,MALL,1,Lac Saint-Pierre,Mixed
7006,MALL,1,Lac Saint-Pierre,Mixed
7007,MALL,1,Lac Saint-Pierre,Mixed
7008,MALL,1,Lac Saint-Pierre,Mixed
7009,MALL,1,Lac Saint-Pierre,Mixed
7010,MALL,1,Lac Saint-Pierre,Mixed
7011,MALL,1,Lac Saint-Pierre,Mixed
7012,MALL,1,Lac Saint-Pierre,Mixed
7013,MALL,1,Lac Saint-Pierre,Mixed
7014,MALL,1,Lac Saint-Pierre,Mixed
7015,MALL,1,Lac Saint-Pierre,Mixed
7016,MALL,1,Lac Saint-Pierre,Mixed
7017,MALL,1,Lac Saint-Pierre,Mixed
7018,MALL,1,Lac Saint-Pierre,Mixed
7019,MALL,1,Lac Saint-Pierre,Mixed
7020,MALL,1,Lac Saint-Pierre,Mixed
7021,MALL,1,Lac Saint-Pierre,Mixed
7022,MALL,1,Lac Saint-Pierre,Mixed
7023,MALL,1,Lac Saint-Pierre,Mixed
7024,MALL,1,Lac Saint-Pierre,Mixed
7025,MALL,1,Lac Saint-Pierre,Mixed
7026,MALL,1,Lac Saint-Pierre,Mixed
7027,MALL,1,Lac Saint-Pierre,Mixed
7028,MALL,1,Lac Saint-Pierre,Mixed
7029,MALL,1,Lac Saint-Pierre,Mixed
7030,MALL,1,Lac Saint-Pierre,Mixed
7031,MALL,1,Lac Saint-Pierre,Mixed
7032,MALL,1,Lac Saint-Pierre,Mixed
7033,MALL,1,Lac Saint-Pierre,Mixed
7034,MALL,1,Lac Saint-Pierre,Mixed
7035,MALL,1,Lac Saint-Pierre,Mixed
7036,MALL,1,Lac Saint-Pierre,Mixed
7037,MALL,1,Lac Saint-Pierre,Mixed
7038,MALL,1,Lac Saint-Pierre,Mixed
7039,MALL,1,Lac Saint-Pierre,Mixed
7040,MALL,1,Lac Saint-Pierre,Mixed
7041,MALL,0,Lac Saint-Pierre,Mixed
7042,MALL,0,Lac Saint-Pierre,Mixed
7043,MALL,0,Lac Saint-Pierre,Mixed
7044,MALL,0,Lac Saint-Pierre,Mixed
7045,MALL,0,Lac Saint-Pierre,Mixed
7046,MALL,0,Lac Saint-Pierre,Mixed
7047,MALL,0,Lac Saint-Pierre,Mixed
7048,MALL,0,Lac Saint-Pierre,Mixed
7049,MALL,0,Lac Saint-Pierre,Mixed
7050,MALL,0,Lac Saint-Pierre,Mixed
7051,MALL,0,Lac Saint-Pierre,Mixed
7052,MALL,0,Lac Saint-Pierre,Mixed
7053,MALL,0,Lac Saint-Pierre,Mixed
7054,MALL,0,Lac Saint-Pierre,Mixed
7055,MALL,0,Lac Saint-Pierre,Mixed
7056,MALL,0,Lac Saint-Pierre,Mixed
7057,MALL,0,Lac Saint-Pierre,Mixed
7058,MALL,0,Lac Saint-Pierre,Mixed
7059,MALL,0,Lac Saint-Pierre,Mixed
7060,MALL,0,Lac Saint-Pierre,Mixed
7061,MALL,0,Lac Saint-Pierre,Mixed
7062,MALL,0,Eddy Road,Urban
7063,MALL,0,Eddy Road,Urban
7064,MALL,0,Eddy Road,Urban
7065,MALL,0,Tongue's Island,River
7066,MALL,1,Lac Saint-Pierre,Mixed
7067,MALL,1,Lac Saint-Pierre,Mixed
7068,MALL,1,Lac Saint-Pierre,Mixed
7069,MALL,1,Lac Saint-Pierre,Mixed
7070,MALL,1,Lac Saint-Pierre,Mixed
7071,MALL,1,Lac Saint-Pierre,Mixed
7072,MALL,1,Lac Saint-Pierre,Mixed
7073,MALL,1,Lac Saint-Pierre,Mixed
7074,MALL,1,Lac Saint-Pierre,Mixed
7075,MALL,1,Lac Saint-Pierre,Mixed
7076,MALL,1,Lac Saint-Pierre,Mixed
7077,MALL,1,Lac Saint-Pierre,Mixed
7078,MALL,1,Lac Saint-Pierre,Mixed
7079,MALL,0,Lac Saint-Pierre,Mixed
7080,MALL,0,Lac Saint-Pierre,Mixed
7081,MALL,0,Lac Saint-Pierre,Mixed
7082,MALL,0,Lac Saint-Pierre,Mixed
7083,MALL,0,Lac Saint-Pierre,Mixed
7084,MALL,0,Lac Saint-Pierre,Mixed
7085,MALL,0,Lac Saint-Pierre,Mixed
7086,MALL,0,Lac Saint-Pierre,Mixed
7087,MALL,1,Lac Saint-Pierre,Mixed
7088,MALL,1,Lac Saint-Pierre,Mixed
7089,MALL,1,Lac Saint-Pierre,Mixed
7090,MALL,1,Lac Saint-Pierre,Mixed
7091,MALL,1,Lac Saint-Pierre,Mixed
7092,MALL,1,Lac Saint-Pierre,Mixed
7093,MALL,1,Lac Saint-Pierre,Mixed
7094,MALL,1,Lac Saint-Pierre,Mixed
7095,MALL,1,Lac Saint-Pierre,Mixed
7096,MALL,1,Lac Saint-Pierre,Mixed
7097,MALL,1,Lac Saint-Pierre,Mixed
7098,MALL,1,Lac Saint-Pierre,Mixed
7099,MALL,1,Lac Saint-Pierre,Mixed
7100,MALL,1,Lac Saint-Pierre,Mixed
7101,MALL,1,Lac Saint-Pierre,Mixed
7102,MALL,1,Lac Saint-Pierre,Mixed
7103,MALL,1,Lac Saint-Pierre,Mixed
7104,MALL,1,Lac Saint-Pierre,Mixed
7105,MALL,1,Lac Saint-Pierre,Mixed
7106,MALL,1,Lac Saint-Pierre,Mixed
7107,MALL,1,Lac Saint-Pierre,Mixed
7108,MALL,1,Lac Saint-Pierre,Mixed
7109,MALL,1,Lac Saint-Pierre,Mixed
7110,MALL,1,Lac Saint-Pierre,Mixed
7111,MALL,1,Lac Saint-Pierre,Mixed
7112,MALL,1,Lac Saint-Pierre,Mixed
7113,MALL,1,Lac Saint-Pierre,Mixed
7114,MALL,1,Lac Saint-Pierre,Mixed
7115,MALL,1,Lac Saint-Pierre,Mixed
7116,MALL,1,Lac Saint-Pierre,Mixed
7117,MALL,1,Lac Saint-Pierre,Mixed
7118,MALL,1,Lac Saint-Pierre,Mixed
7119,MALL,1,Lac Saint-Pierre,Mixed
7120,MALL,1,Lac Saint-Pierre,Mixed
7121,MALL,1,Lac Saint-Pierre,Mixed
7122,MALL,1,Lac Saint-Pierre,Mixed
7123,MALL,1,Lac Saint-Pierre,Mixed
7124,MALL,1,Lac Saint-Pierre,Mixed
7125,MALL,1,Lac Saint-Pierre,Mixed
7126,MALL,1,Lac Saint-Pierre,Mixed
7127,MALL,1,Lac Saint-Pierre,Mixed
7128,MALL,1,Lac Saint-Pierre,Mixed
7129,MALL,1,Lac Saint-Pierre,Mixed
7130,MALL,1,Lac Saint-Pierre,Mixed
7131,MALL,1,Lac Saint-Pierre,Mixed
7132,MALL,1,Lac Saint-Pierre,Mixed
7133,MALL,1,Lac Saint-Pierre,Mixed
7134,MALL,1,Lac Saint-Pierre,Mixed
7135,MALL,0,Lac Saint-Pierre,Mixed
7136,MALL,0,Lac Saint-Pierre,Mixed
7137,MALL,0,Lac Saint-Pierre,Mixed
7138,MALL,0,Lac Saint-Pierre,Mixed
7139,MALL,0,Lac Saint-Pierre,Mixed
7140,MALL,0,Lac Saint-Pierre,Mixed
7141,MALL,0,Lac Saint-Pierre,Mixed
7142,MALL,0,Lac Saint-Pierre,Mixed
7143,MALL,0,Lac Saint-Pierre,Mixed
7144,MALL,0,Lac Saint-Pierre,Mixed
7145,MALL,0,Lac Saint-Pierre,Mixed
7146,MALL,0,Lac Saint-Pierre,Mixed
7147,MALL,0,Lac Saint-Pierre,Mixed
7148,MALL,0,Lac Saint-Pierre,Mixed
7149,MALL,0,Lac Saint-Pierre,Mixed
7150,MALL,0,Lac Saint-Pierre,Mixed
7151,MALL,0,Lac Saint-Pierre,Mixed
7152,MALL,0,Lac Saint-Pierre,Mixed
7153,MALL,0,Lac Saint-Pierre,Mixed
7154,MALL,0,Lac Saint-Pierre,Mixed
7155,MALL,0,Lac Saint-Pierre,Mixed
7156,MALL,0,Lac Saint-Pierre,Mixed
7157,MALL,0,Lac Saint-Pierre,Mixed
7158,MALL,0,Lac Saint-Pierre,Mixed
7159,MALL,0,Lac Saint-Pierre,Mixed
7160,MALL,0,Lac Saint-Pierre,Mixed
7161,MALL,1,Lac Saint-Pierre,Mixed
7162,MALL,1,Lac Saint-Pierre,Mixed
7163,MALL,1,Lac Saint-Pierre,Mixed
7164,MALL,1,Lac Saint-Pierre,Mixed
7165,MALL,1,Lac Saint-Pierre,Mixed
7166,MALL,1,Lac Saint-Pierre,Mixed
7167,MALL,1,Lac Saint-Pierre,Mixed
7168,MALL,1,Lac Saint-Pierre,Mixed
7169,MALL,1,Lac Saint-Pierre,Mixed
7170,MALL,1,Lac Saint-Pierre,Mixed
7171,MALL,1,Lac Saint-Pierre,Mixed
7172,MALL,1,Lac Saint-Pierre,Mixed
7173,MALL,1,Lac Saint-Pierre,Mixed
7174,MALL,1,Lac Saint-Pierre,Mixed
7175,MALL,0,Lac Saint-Pierre,Mixed
7176,MALL,0,Lac Saint-Pierre,Mixed
7177,MALL,0,Lac Saint-Pierre,Mixed
7178,MALL,0,Lac Saint-Pierre,Mixed
7179,MALL,0,Lac Saint-Pierre,Mixed
7180,MALL,0,Lac Saint-Pierre,Mixed
7181,MALL,0,Lac Saint-Pierre,Mixed
7182,MALL,0,Lac Saint-Pierre,Mixed
7183,MALL,0,Lac Saint-Pierre,Mixed
7184,MALL,0,Lac Saint-Pierre,Mixed
7185,MALL,0,Lac Saint-Pierre,Mixed
7186,MALL,0,Lac Saint-Pierre,Mixed
7187,MALL,0,Lac Saint-Pierre,Mixed
7188,MALL,0,Lac Saint-Pierre,Mixed
7189,MALL,0,Lac Saint-Pierre,Mixed
7190,MALL,0,Lac Saint-Pierre,Mixed
7191,MALL,0,Lac Saint-Pierre,Mixed
7192,MALL,0,Lac Saint-Pierre,Mixed
7193,MALL,1,Lac Saint-Pierre,Mixed
7194,MALL,1,Lac Saint-Pierre,Mixed
7195,MALL,1,Lac Saint-Pierre,Mixed
7196,MALL,1,Lac Saint-Pierre,Mixed
7197,MALL,1,Lac Saint-Pierre,Mixed
7198,MALL,1,Lac Saint-Pierre,Mixed
7199,MALL,1,Lac Saint-Pierre,Mixed
7200,MALL,1,Lac Saint-Pierre,Mixed
7201,MALL,1,Lac Saint-Pierre,Mixed
7202,MALL,1,Lac Saint-Pierre,Mixed
7203,MALL,1,Lac Saint-Pierre,Mixed
7204,MALL,1,Lac Saint-Pierre,Mixed
7205,MALL,1,Lac Saint-Pierre,Mixed
7206,MALL,1,Lac Saint-Pierre,Mixed
7207,MALL,1,Lac Saint-Pierre,Mixed
7208,MALL,1,Lac Saint-Pierre,Mixed
7209,MALL,1,Lac Saint-Pierre,Mixed
7210,MALL,1,Lac Saint-Pierre,Mixed
7211,MALL,1,Lac Saint-Pierre,Mixed
7212,MALL,1,Lac Saint-Pierre,Mixed
7213,MALL,1,Lac Saint-Pierre,Mixed
7214,MALL,1,Lac Saint-Pierre,Mixed
7215,MALL,1,Lac Saint-Pierre,Mixed
