,Species,AIV,Sampling_Site,Type_Of_Site
,,,Cabin,Mixed
,,,WII,River
,,,Sunpoke,River
,,,River Hebert,River
,,,Radio Tower,Mixed
,,,Queen Elizabeth Pond,Pond
1,BWTE,0,Frank Lake,Lake
2,BWTE,0,Frank Lake,Lake
3,MALL,0,Frank Lake,Lake
4,MALL,0,Frank Lake,Lake
5,BWTE,0,Frank Lake,Lake
6,BWTE,0,Frank Lake,Lake
7,BWTE,0,Frank Lake,Lake
8,MALL,0,Last Lake,Lake
9,MALL,0,Hay Lake AB,Lake
10,MALL,0,Hay Lake AB,Lake
11,MALL,1,Hay Lake AB,Lake
12,MALL,0,Hay Lake AB,Lake
13,MALL,0,Hay Lake AB,Lake
14,MALL,0,Hay Lake AB,Lake
15,MALL,0,Hay Lake AB,Lake
16,MALL,0,Hay Lake AB,Lake
17,MALL,1,George Lake,Lake
18,MALL,1,George Lake,Lake
19,MALL,1,George Lake,Lake
20,MALL,0,George Lake,Lake
21,MALL,0,George Lake,Lake
22,MALL,0,George Lake,Lake
23,MALL,0,George Lake,Lake
24,MALL,0,George Lake,Lake
25,MALL,0,George Lake,Lake
26,MALL,0,George Lake,Lake
27,MALL,0,George Lake,Lake
28,MALL,0,George Lake,Lake
29,MALL,0,George Lake,Lake
30,MALL,0,George Lake,Lake
31,MALL,0,George Lake,Lake
32,MALL,0,George Lake,Lake
33,MALL,0,George Lake,Lake
34,MALL,1,Last Lake,Lake
35,MALL,0,Last Lake,Lake
36,MALL,0,Last Lake,Lake
37,MALL,0,Last Lake,Lake
38,MALL,0,Last Lake,Lake
39,MALL,0,Last Lake,Lake
40,MALL,0,Last Lake,Lake
41,MALL,0,Last Lake,Lake
42,MALL,0,Last Lake,Lake
43,MALL,0,Last Lake,Lake
44,MALL,0,Last Lake,Lake
45,MALL,1,Hay Lake AB,Lake
46,MALL,0,Hay Lake AB,Lake
47,MALL,0,Hay Lake AB,Lake
48,MALL,1,Hay Lake AB,Lake
49,MALL,0,Hay Lake AB,Lake
50,MALL,0,Hay Lake AB,Lake
51,MALL,0,Hay Lake AB,Lake
52,MALL,0,Hay Lake AB,Lake
53,MALL,0,Hay Lake AB,Lake
54,MALL,0,Hay Lake AB,Lake
55,MALL,0,Hay Lake AB,Lake
56,MALL,0,Hay Lake AB,Lake
57,MALL,1,George Lake,Lake
58,MALL,0,George Lake,Lake
59,MALL,0,George Lake,Lake
60,MALL,1,George Lake,Lake
61,MALL,1,George Lake,Lake
62,MALL,1,George Lake,Lake
63,MALL,0,George Lake,Lake
64,MALL,0,George Lake,Lake
65,MALL,0,George Lake,Lake
66,MALL,0,George Lake,Lake
67,MALL,0,George Lake,Lake
68,MALL,0,George Lake,Lake
69,BWTE,0,Frank Lake,Lake
70,MALL,0,Cardinal Lake,Lake
71,MALL,0,Brownville Area,Mixed
72,MALL,0,Brownville Area,Mixed
73,MALL,0,Brownville Area,Mixed
74,MALL,0,Brownville Area,Mixed
75,MALL,0,Brownville Area,Mixed
76,MALL,0,Brownville Area,Mixed
77,MALL,0,Brownville Area,Mixed
78,MALL,0,Brownville Area,Mixed
79,MALL,0,Last Lake,Lake
80,MALL,1,George Lake,Lake
81,MALL,0,George Lake,Lake
82,MALL,0,George Lake,Lake
83,MALL,0,George Lake,Lake
84,MALL,0,George Lake,Lake
85,MALL,0,George Lake,Lake
86,MALL,0,George Lake,Lake
87,MALL,1,Frank Lake,Lake
88,MALL,0,Cardinal Lake,Lake
89,MALL,0,Cardinal Lake,Lake
90,MALL,0,Cardinal Lake,Lake
91,MALL,1,Cardinal Lake,Lake
92,MALL,0,Cardinal Lake,Lake
93,MALL,0,Cardinal Lake,Lake
94,MALL,0,Cardinal Lake,Lake
95,MALL,0,Cardinal Lake,Lake
96,MALL,0,Cardinal Lake,Lake
97,MALL,0,Cardinal Lake,Lake
98,MALL,0,Cardinal Lake,Lake
99,MALL,0,Cardinal Lake,Lake
100,MALL,0,Cardinal Lake,Lake
101,MALL,0,Cardinal Lake,Lake
102,MALL,0,Cardinal Lake,Lake
103,MALL,0,Cardinal Lake,Lake
104,MALL,0,Cardinal Lake,Lake
105,MALL,0,Cardinal Lake,Lake
106,MALL,0,Cardinal Lake,Lake
107,MALL,0,Cardinal Lake,Lake
108,MALL,0,Cardinal Lake,Lake
109,MALL,1,Brownville Area,Mixed
110,MALL,0,Brownville Area,Mixed
111,MALL,1,Brownville Area,Mixed
112,MALL,0,Brownville Area,Mixed
113,MALL,0,Brownville Area,Mixed
114,MALL,0,Brownville Area,Mixed
115,MALL,0,Brownville Area,Mixed
116,MALL,1,Last Lake,Lake
117,MALL,0,Last Lake,Lake
118,MALL,0,Last Lake,Lake
119,MALL,0,Last Lake,Lake
120,MALL,1,Last Lake,Lake
121,MALL,1,Last Lake,Lake
122,MALL,0,Last Lake,Lake
123,MALL,0,Last Lake,Lake
124,MALL,0,Last Lake,Lake
125,MALL,1,Hay Lake AB,Lake
126,MALL,0,Hay Lake AB,Lake
127,MALL,1,Hay Lake AB,Lake
128,MALL,0,Hay Lake AB,Lake
129,MALL,0,Hay Lake AB,Lake
130,MALL,0,Hay Lake AB,Lake
131,MALL,0,Hay Lake AB,Lake
132,MALL,0,Hay Lake AB,Lake
133,MALL,0,Hay Lake AB,Lake
134,MALL,0,Hay Lake AB,Lake
135,MALL,0,Hay Lake AB,Lake
136,MALL,0,Hay Lake AB,Lake
137,MALL,0,Hay Lake AB,Lake
138,MALL,0,Hay Lake AB,Lake
139,MALL,0,George Lake,Lake
140,MALL,0,George Lake,Lake
141,MALL,1,George Lake,Lake
142,MALL,0,George Lake,Lake
143,MALL,0,George Lake,Lake
144,MALL,0,George Lake,Lake
145,MALL,0,George Lake,Lake
146,MALL,0,George Lake,Lake
147,MALL,0,George Lake,Lake
148,MALL,0,Cardinal Lake,Lake
149,MALL,0,Cardinal Lake,Lake
150,MALL,0,Cardinal Lake,Lake
151,MALL,0,Cardinal Lake,Lake
152,MALL,0,Cardinal Lake,Lake
153,MALL,0,Cardinal Lake,Lake
154,MALL,0,Brownville Area,Mixed
155,MALL,0,Brownville Area,Mixed
156,MALL,0,Brownville Area,Mixed
157,MALL,0,Brownville Area,Mixed
158,MALL,0,Brownville Area,Mixed
159,MALL,0,Brownville Area,Mixed
160,MALL,0,Brownville Area,Mixed
161,MALL,0,Brownville Area,Mixed
162,MALL,0,Brownville Area,Mixed
163,MALL,0,Brownville Area,Mixed
164,BWTE,0,Frank Lake,Lake
165,MALL,1,Last Lake,Lake
166,MALL,0,Last Lake,Lake
167,MALL,0,Last Lake,Lake
168,MALL,1,Last Lake,Lake
169,MALL,0,Last Lake,Lake
170,MALL,0,Last Lake,Lake
171,MALL,0,Last Lake,Lake
172,MALL,0,Last Lake,Lake
173,MALL,0,Last Lake,Lake
174,MALL,0,Last Lake,Lake
175,MALL,1,Last Lake,Lake
176,MALL,0,Last Lake,Lake
177,MALL,0,Last Lake,Lake
178,MALL,0,Last Lake,Lake
179,MALL,0,Last Lake,Lake
180,MALL,0,Last Lake,Lake
181,MALL,0,Last Lake,Lake
182,MALL,0,Last Lake,Lake
183,MALL,0,Last Lake,Lake
184,MALL,0,Last Lake,Lake
185,MALL,0,Hay Lake AB,Lake
186,MALL,0,Hay Lake AB,Lake
187,MALL,0,Hay Lake AB,Lake
188,MALL,0,Hay Lake AB,Lake
189,MALL,0,Hay Lake AB,Lake
190,MALL,0,Hay Lake AB,Lake
191,MALL,0,Hay Lake AB,Lake
192,MALL,0,Hay Lake AB,Lake
193,MALL,0,Hay Lake AB,Lake
194,MALL,0,Hay Lake AB,Lake
195,MALL,0,Hay Lake AB,Lake
196,MALL,0,Hay Lake AB,Lake
197,MALL,0,Hay Lake AB,Lake
198,MALL,0,Hay Lake AB,Lake
199,MALL,0,Hay Lake AB,Lake
200,MALL,1,George Lake,Lake
201,MALL,0,George Lake,Lake
202,MALL,0,George Lake,Lake
203,MALL,0,George Lake,Lake
204,MALL,0,George Lake,Lake
205,MALL,0,George Lake,Lake
206,MALL,0,George Lake,Lake
207,MALL,0,George Lake,Lake
208,MALL,0,George Lake,Lake
209,MALL,0,Frank Lake,Lake
210,MALL,0,Frank Lake,Lake
211,BWTE,0,Frank Lake,Lake
212,BWTE,0,Frank Lake,Lake
213,BWTE,0,Frank Lake,Lake
214,MALL,0,Cardinal Lake,Lake
215,MALL,0,Cardinal Lake,Lake
216,MALL,0,Cardinal Lake,Lake
217,MALL,0,Cardinal Lake,Lake
218,MALL,1,Cardinal Lake,Lake
219,MALL,1,Cardinal Lake,Lake
220,MALL,1,Cardinal Lake,Lake
221,MALL,0,Cardinal Lake,Lake
222,MALL,0,Cardinal Lake,Lake
223,MALL,0,Cardinal Lake,Lake
224,MALL,0,Cardinal Lake,Lake
225,MALL,0,Cardinal Lake,Lake
226,MALL,0,Cardinal Lake,Lake
227,MALL,0,Cardinal Lake,Lake
228,MALL,0,Cardinal Lake,Lake
229,MALL,0,Cardinal Lake,Lake
230,MALL,0,Cardinal Lake,Lake
231,MALL,0,Cardinal Lake,Lake
232,MALL,0,Cardinal Lake,Lake
233,MALL,0,Cardinal Lake,Lake
234,MALL,0,Cardinal Lake,Lake
235,MALL,0,Cardinal Lake,Lake
236,MALL,0,Cardinal Lake,Lake
237,MALL,0,Cardinal Lake,Lake
238,MALL,0,Cardinal Lake,Lake
239,MALL,0,Cardinal Lake,Lake
240,MALL,0,Cardinal Lake,Lake
241,BWTE,0,Buffalo Lake,Lake
242,MALL,0,Buffalo Lake,Lake
243,MALL,0,Buffalo Lake,Lake
244,BWTE,1,Buffalo Lake,Lake
245,BWTE,0,Buffalo Lake,Lake
246,BWTE,0,Buffalo Lake,Lake
247,BWTE,0,Buffalo Lake,Lake
248,BWTE,0,Buffalo Lake,Lake
249,BWTE,0,Buffalo Lake,Lake
250,BWTE,0,Buffalo Lake,Lake
251,BWTE,0,Buffalo Lake,Lake
252,BWTE,0,Buffalo Lake,Lake
253,BWTE,0,Buffalo Lake,Lake
254,BWTE,0,Buffalo Lake,Lake
255,BWTE,0,Buffalo Lake,Lake
256,MALL,0,Frank Lake,Lake
257,MALL,0,Frank Lake,Lake
258,BWTE,0,Frank Lake,Lake
259,BWTE,0,Frank Lake,Lake
260,BWTE,0,Frank Lake,Lake
261,BWTE,0,Frank Lake,Lake
262,BWTE,0,Frank Lake,Lake
263,BWTE,0,Frank Lake,Lake
264,BWTE,0,Frank Lake,Lake
265,BWTE,0,Frank Lake,Lake
266,MALL,0,Buffalo Lake,Lake
267,BWTE,0,Buffalo Lake,Lake
268,MALL,1,Buffalo Lake,Lake
269,MALL,1,Buffalo Lake,Lake
270,MALL,0,Buffalo Lake,Lake
271,MALL,0,Buffalo Lake,Lake
272,MALL,0,Buffalo Lake,Lake
273,MALL,0,Buffalo Lake,Lake
274,MALL,0,Buffalo Lake,Lake
275,MALL,0,Buffalo Lake,Lake
276,MALL,0,Buffalo Lake,Lake
277,MALL,0,Buffalo Lake,Lake
278,MALL,0,Buffalo Lake,Lake
279,MALL,0,Buffalo Lake,Lake
280,MALL,0,Buffalo Lake,Lake
281,MALL,0,Buffalo Lake,Lake
282,MALL,0,Buffalo Lake,Lake
283,MALL,0,Buffalo Lake,Lake
284,MALL,0,Buffalo Lake,Lake
285,BWTE,1,Buffalo Lake,Lake
286,BWTE,0,Buffalo Lake,Lake
287,BWTE,0,Buffalo Lake,Lake
288,BWTE,0,Buffalo Lake,Lake
289,BWTE,0,Buffalo Lake,Lake
290,BWTE,0,Buffalo Lake,Lake
291,BWTE,0,Buffalo Lake,Lake
292,BWTE,0,Buffalo Lake,Lake
293,BWTE,0,Buffalo Lake,Lake
294,BWTE,0,Buffalo Lake,Lake
295,BWTE,0,Buffalo Lake,Lake
296,BWTE,0,Buffalo Lake,Lake
297,BWTE,0,Buffalo Lake,Lake
298,BWTE,0,Buffalo Lake,Lake
299,BWTE,0,Buffalo Lake,Lake
300,BWTE,0,Buffalo Lake,Lake
301,BWTE,0,Buffalo Lake,Lake
302,BWTE,0,Buffalo Lake,Lake
303,BWTE,0,Buffalo Lake,Lake
304,BWTE,0,Buffalo Lake,Lake
305,BWTE,0,Buffalo Lake,Lake
306,BWTE,0,Buffalo Lake,Lake
307,BWTE,0,Buffalo Lake,Lake
308,BWTE,0,Buffalo Lake,Lake
309,MALL,0,Frank Lake,Lake
310,MALL,0,Frank Lake,Lake
311,MALL,0,Frank Lake,Lake
312,BWTE,0,Frank Lake,Lake
313,BWTE,0,Frank Lake,Lake
314,BWTE,0,Frank Lake,Lake
315,BWTE,0,Frank Lake,Lake
316,BWTE,0,Frank Lake,Lake
317,MALL,1,Buffalo Lake,Lake
318,MALL,0,Buffalo Lake,Lake
319,MALL,0,Buffalo Lake,Lake
320,MALL,0,Buffalo Lake,Lake
321,MALL,0,Buffalo Lake,Lake
322,MALL,0,Buffalo Lake,Lake
323,MALL,0,Buffalo Lake,Lake
324,MALL,0,Buffalo Lake,Lake
325,MALL,0,Buffalo Lake,Lake
326,MALL,0,Buffalo Lake,Lake
327,MALL,0,Buffalo Lake,Lake
328,MALL,0,Buffalo Lake,Lake
329,MALL,1,Buffalo Lake,Lake
330,MALL,1,Buffalo Lake,Lake
331,MALL,0,Buffalo Lake,Lake
332,MALL,0,Buffalo Lake,Lake
333,MALL,0,Buffalo Lake,Lake
334,MALL,0,Buffalo Lake,Lake
335,MALL,0,Buffalo Lake,Lake
336,MALL,0,Buffalo Lake,Lake
337,MALL,0,Buffalo Lake,Lake
338,MALL,0,Buffalo Lake,Lake
339,MALL,0,Buffalo Lake,Lake
340,MALL,0,Buffalo Lake,Lake
341,MALL,0,Buffalo Lake,Lake
342,MALL,0,Buffalo Lake,Lake
343,MALL,0,Buffalo Lake,Lake
344,MALL,0,Buffalo Lake,Lake
345,MALL,0,Buffalo Lake,Lake
346,MALL,0,Buffalo Lake,Lake
347,MALL,0,Buffalo Lake,Lake
348,MALL,0,Buffalo Lake,Lake
349,MALL,0,Buffalo Lake,Lake
350,MALL,0,Buffalo Lake,Lake
351,MALL,0,Buffalo Lake,Lake
352,MALL,0,Buffalo Lake,Lake
353,MALL,0,Buffalo Lake,Lake
354,MALL,0,Buffalo Lake,Lake
355,MALL,0,Buffalo Lake,Lake
356,MALL,0,Buffalo Lake,Lake
357,MALL,0,Buffalo Lake,Lake
358,MALL,0,Buffalo Lake,Lake
359,MALL,0,Buffalo Lake,Lake
360,MALL,0,Buffalo Lake,Lake
361,MALL,0,Buffalo Lake,Lake
362,MALL,0,Buffalo Lake,Lake
363,BWTE,1,Buffalo Lake,Lake
364,BWTE,0,Buffalo Lake,Lake
365,BWTE,0,Buffalo Lake,Lake
366,BWTE,0,Buffalo Lake,Lake
367,BWTE,0,Buffalo Lake,Lake
368,BWTE,0,Buffalo Lake,Lake
369,BWTE,0,Buffalo Lake,Lake
370,BWTE,0,Buffalo Lake,Lake
371,BWTE,0,Buffalo Lake,Lake
372,BWTE,0,Buffalo Lake,Lake
373,BWTE,0,Buffalo Lake,Lake
374,BWTE,0,Buffalo Lake,Lake
375,BWTE,0,Buffalo Lake,Lake
376,BWTE,0,Buffalo Lake,Lake
377,BWTE,0,Buffalo Lake,Lake
378,BWTE,0,Buffalo Lake,Lake
379,BWTE,0,Buffalo Lake,Lake
380,MALL,0,Frank Lake,Lake
381,MALL,0,Frank Lake,Lake
382,BWTE,0,Frank Lake,Lake
383,BWTE,0,Frank Lake,Lake
384,BWTE,0,Frank Lake,Lake
385,BWTE,0,Frank Lake,Lake
386,BWTE,0,Frank Lake,Lake
387,BWTE,0,Frank Lake,Lake
388,BWTE,0,Frank Lake,Lake
389,BWTE,0,Frank Lake,Lake
390,BWTE,0,Frank Lake,Lake
391,MALL,0,Delta (Long Creek),Lake
392,MALL,1,Delta (Long Creek),Lake
393,MALL,1,Delta (Long Creek),Lake
394,MALL,1,Delta (Long Creek),Lake
395,MALL,1,Buffalo Lake,Lake
396,MALL,0,Buffalo Lake,Lake
397,MALL,0,Buffalo Lake,Lake
398,MALL,0,Buffalo Lake,Lake
399,MALL,0,Buffalo Lake,Lake
400,MALL,1,Buffalo Lake,Lake
401,MALL,1,Buffalo Lake,Lake
402,MALL,1,Buffalo Lake,Lake
403,MALL,1,Buffalo Lake,Lake
404,MALL,1,Buffalo Lake,Lake
405,MALL,0,Buffalo Lake,Lake
406,MALL,0,Buffalo Lake,Lake
407,MALL,0,Buffalo Lake,Lake
408,MALL,0,Buffalo Lake,Lake
409,MALL,0,Buffalo Lake,Lake
410,MALL,0,Buffalo Lake,Lake
411,MALL,0,Buffalo Lake,Lake
412,MALL,0,Buffalo Lake,Lake
413,BWTE,1,Buffalo Lake,Lake
414,BWTE,0,Buffalo Lake,Lake
415,BWTE,0,Buffalo Lake,Lake
416,BWTE,0,Buffalo Lake,Lake
417,BWTE,0,Buffalo Lake,Lake
418,BWTE,0,Buffalo Lake,Lake
419,BWTE,0,Buffalo Lake,Lake
420,BWTE,0,Buffalo Lake,Lake
421,BWTE,0,Buffalo Lake,Lake
422,BWTE,0,Buffalo Lake,Lake
423,MALL,0,Frank Lake,Lake
424,MALL,0,Frank Lake,Lake
425,MALL,0,Frank Lake,Lake
426,MALL,1,Frank Lake,Lake
427,MALL,0,Frank Lake,Lake
428,MALL,1,Frank Lake,Lake
429,MALL,0,Frank Lake,Lake
430,MALL,0,Frank Lake,Lake
431,MALL,0,Frank Lake,Lake
432,MALL,0,Frank Lake,Lake
433,MALL,0,Frank Lake,Lake
434,BWTE,1,Frank Lake,Lake
435,BWTE,0,Frank Lake,Lake
436,BWTE,0,Frank Lake,Lake
437,BWTE,0,Frank Lake,Lake
438,BWTE,0,Frank Lake,Lake
439,BWTE,0,Frank Lake,Lake
440,BWTE,0,Frank Lake,Lake
441,BWTE,0,Frank Lake,Lake
442,BWTE,0,Frank Lake,Lake
443,BWTE,0,Frank Lake,Lake
444,BWTE,0,Frank Lake,Lake
445,BWTE,0,Frank Lake,Lake
446,BWTE,0,Frank Lake,Lake
447,BWTE,0,Frank Lake,Lake
448,BWTE,0,Frank Lake,Lake
449,BWTE,0,Frank Lake,Lake
450,MALL,0,Delta (Long Creek),Lake
451,MALL,0,Frank Lake,Lake
452,MALL,0,Frank Lake,Lake
453,MALL,1,Frank Lake,Lake
454,MALL,1,Frank Lake,Lake
455,MALL,0,Frank Lake,Lake
456,MALL,0,Frank Lake,Lake
457,MALL,1,Frank Lake,Lake
458,MALL,1,Frank Lake,Lake
459,MALL,1,Frank Lake,Lake
460,MALL,0,Frank Lake,Lake
461,MALL,0,Frank Lake,Lake
462,MALL,0,Frank Lake,Lake
463,MALL,0,Frank Lake,Lake
464,MALL,0,Frank Lake,Lake
465,MALL,0,Frank Lake,Lake
466,MALL,0,Frank Lake,Lake
467,MALL,0,Frank Lake,Lake
468,MALL,0,Frank Lake,Lake
469,MALL,0,Frank Lake,Lake
470,MALL,0,Frank Lake,Lake
471,MALL,0,Frank Lake,Lake
472,BWTE,1,Frank Lake,Lake
473,BWTE,0,Frank Lake,Lake
474,BWTE,0,Frank Lake,Lake
475,BWTE,0,Frank Lake,Lake
476,BWTE,0,Frank Lake,Lake
477,BWTE,0,Frank Lake,Lake
478,BWTE,0,Frank Lake,Lake
479,BWTE,0,Frank Lake,Lake
480,BWTE,0,Frank Lake,Lake
481,BWTE,0,Frank Lake,Lake
482,BWTE,0,Frank Lake,Lake
483,BWTE,0,Frank Lake,Lake
484,BWTE,0,Frank Lake,Lake
485,BWTE,0,Frank Lake,Lake
486,BWTE,0,Frank Lake,Lake
487,BWTE,0,Frank Lake,Lake
488,BWTE,0,Frank Lake,Lake
489,BWTE,0,Frank Lake,Lake
490,MALL,1,Delta (Long Creek),Lake
491,MALL,1,Delta (Long Creek),Lake
492,MALL,1,Delta (Long Creek),Lake
493,MALL,1,Delta (Long Creek),Lake
494,MALL,1,Delta (Long Creek),Lake
495,MALL,1,Delta (Long Creek),Lake
496,MALL,0,Delta (Long Creek),Lake
497,MALL,0,Frank Lake,Lake
498,MALL,0,Frank Lake,Lake
499,MALL,0,Frank Lake,Lake
500,MALL,0,Frank Lake,Lake
501,BWTE,0,Frank Lake,Lake
502,MALL,1,Frank Lake,Lake
503,MALL,1,Frank Lake,Lake
504,MALL,0,Frank Lake,Lake
505,MALL,0,Frank Lake,Lake
506,MALL,0,Frank Lake,Lake
507,BWTE,1,Frank Lake,Lake
508,BWTE,0,Frank Lake,Lake
509,BWTE,0,Frank Lake,Lake
510,BWTE,0,Frank Lake,Lake
511,BWTE,0,Frank Lake,Lake
512,BWTE,0,Frank Lake,Lake
513,BWTE,0,Frank Lake,Lake
514,BWTE,0,Frank Lake,Lake
515,BWTE,0,Frank Lake,Lake
516,BWTE,0,Frank Lake,Lake
517,BWTE,0,Frank Lake,Lake
518,BWTE,0,Frank Lake,Lake
519,BWTE,0,Frank Lake,Lake
520,BWTE,0,Frank Lake,Lake
521,MALL,0,Delta (Long Creek),Lake
522,BWTE,0,Oak Lake,Mixed
523,BWTE,1,Oak Lake,Mixed
524,BWTE,1,Oak Lake,Mixed
525,BWTE,1,Oak Lake,Mixed
526,BWTE,1,Oak Lake,Mixed
527,BWTE,1,Oak Lake,Mixed
528,BWTE,1,Oak Lake,Mixed
529,BWTE,0,Oak Lake,Mixed
530,BWTE,0,Oak Lake,Mixed
531,BWTE,0,Oak Lake,Mixed
532,BWTE,0,Oak Lake,Mixed
533,BWTE,0,Oak Lake,Mixed
534,BWTE,0,Oak Lake,Mixed
535,BWTE,0,Oak Lake,Mixed
536,BWTE,0,Oak Lake,Mixed
537,BWTE,0,Oak Lake,Mixed
538,BWTE,0,Oak Lake,Mixed
539,BWTE,0,Oak Lake,Mixed
540,BWTE,0,Oak Lake,Mixed
541,MALL,0,Buffalo Lake,Lake
542,MALL,1,Buffalo Lake,Lake
543,MALL,1,Buffalo Lake,Lake
544,MALL,0,Buffalo Lake,Lake
545,MALL,0,Buffalo Lake,Lake
546,MALL,0,Buffalo Lake,Lake
547,MALL,0,Buffalo Lake,Lake
548,MALL,0,Buffalo Lake,Lake
549,MALL,0,Buffalo Lake,Lake
550,BWTE,1,Buffalo Lake,Lake
551,BWTE,0,Buffalo Lake,Lake
552,BWTE,0,Buffalo Lake,Lake
553,BWTE,0,Buffalo Lake,Lake
554,BWTE,0,Buffalo Lake,Lake
555,BWTE,0,Buffalo Lake,Lake
556,BWTE,0,Buffalo Lake,Lake
557,BWTE,0,Buffalo Lake,Lake
558,BWTE,0,Buffalo Lake,Lake
559,BWTE,0,Buffalo Lake,Lake
560,MALL,0,Frank Lake,Lake
561,MALL,1,Frank Lake,Lake
562,MALL,1,Frank Lake,Lake
563,MALL,1,Frank Lake,Lake
564,MALL,0,Frank Lake,Lake
565,MALL,1,Frank Lake,Lake
566,MALL,0,Frank Lake,Lake
567,MALL,0,Frank Lake,Lake
568,BWTE,0,Frank Lake,Lake
569,BWTE,0,Frank Lake,Lake
570,BWTE,0,Frank Lake,Lake
571,BWTE,0,Frank Lake,Lake
572,BWTE,0,Frank Lake,Lake
573,BWTE,0,Frank Lake,Lake
574,BWTE,0,Frank Lake,Lake
575,BWTE,0,Frank Lake,Lake
576,BWTE,0,Frank Lake,Lake
577,MALL,1,Delta (Long Creek),Lake
578,MALL,0,Delta (Long Creek),Lake
579,MALL,0,Oak Lake,Mixed
580,MALL,0,Oak Lake,Mixed
581,MALL,0,Oak Lake,Mixed
582,MALL,0,Frank Lake,Lake
583,MALL,0,Frank Lake,Lake
584,BWTE,1,Frank Lake,Lake
585,BWTE,0,Frank Lake,Lake
586,BWTE,0,Frank Lake,Lake
587,BWTE,0,Frank Lake,Lake
588,BWTE,0,Frank Lake,Lake
589,MALL,0,Big Grass Marsh,Marsh
590,MALL,0,Big Grass Marsh,Marsh
591,MALL,0,Big Grass Marsh,Marsh
592,MALL,0,Big Grass Marsh,Marsh
593,MALL,0,Big Grass Marsh,Marsh
594,MALL,0,Big Grass Marsh,Marsh
595,MALL,0,Big Grass Marsh,Marsh
596,MALL,0,Big Grass Marsh,Marsh
597,MALL,0,Big Grass Marsh,Marsh
598,MALL,1,Big Grass Marsh,Marsh
599,MALL,1,Big Grass Marsh,Marsh
600,MALL,0,Big Grass Marsh,Marsh
601,MALL,0,Big Grass Marsh,Marsh
602,MALL,0,Big Grass Marsh,Marsh
603,MALL,0,Big Grass Marsh,Marsh
604,MALL,0,Big Grass Marsh,Marsh
605,MALL,0,Big Grass Marsh,Marsh
606,MALL,0,Big Grass Marsh,Marsh
607,MALL,0,Big Grass Marsh,Marsh
608,MALL,0,Big Grass Marsh,Marsh
609,MALL,0,Big Grass Marsh,Marsh
610,MALL,0,Big Grass Marsh,Marsh
611,MALL,0,Big Grass Marsh,Marsh
612,MALL,0,Big Grass Marsh,Marsh
613,MALL,0,Big Grass Marsh,Marsh
614,MALL,0,Big Grass Marsh,Marsh
615,MALL,0,Big Grass Marsh,Marsh
616,MALL,0,Big Grass Marsh,Marsh
617,MALL,0,Big Grass Marsh,Marsh
618,MALL,0,Big Grass Marsh,Marsh
619,MALL,0,Big Grass Marsh,Marsh
620,MALL,0,Big Grass Marsh,Marsh
621,BWTE,1,Big Grass Marsh,Marsh
622,BWTE,1,Big Grass Marsh,Marsh
623,BWTE,1,Big Grass Marsh,Marsh
624,BWTE,1,Big Grass Marsh,Marsh
625,BWTE,1,Big Grass Marsh,Marsh
626,BWTE,0,Big Grass Marsh,Marsh
627,BWTE,0,Big Grass Marsh,Marsh
628,BWTE,0,Big Grass Marsh,Marsh
629,BWTE,0,Big Grass Marsh,Marsh
630,BWTE,0,Big Grass Marsh,Marsh
631,BWTE,0,Big Grass Marsh,Marsh
632,BWTE,0,Big Grass Marsh,Marsh
633,MALL,1,Delta (Long Creek),Lake
634,MALL,0,Delta (Long Creek),Lake
635,MALL,1,Delta (Long Creek),Lake
636,MALL,1,Delta (Long Creek),Lake
637,MALL,1,Delta (Long Creek),Lake
638,MALL,1,Delta (Long Creek),Lake
639,MALL,1,Delta (Long Creek),Lake
640,MALL,1,Delta (Long Creek),Lake
641,MALL,1,Delta (Long Creek),Lake
642,MALL,1,Delta (Long Creek),Lake
643,MALL,0,Delta (Long Creek),Lake
644,MALL,0,Delta (Long Creek),Lake
645,MALL,0,Big Grass Marsh,Marsh
646,MALL,0,Big Grass Marsh,Marsh
647,MALL,0,Big Grass Marsh,Marsh
648,MALL,0,Big Grass Marsh,Marsh
649,MALL,0,Big Grass Marsh,Marsh
650,MALL,1,Big Grass Marsh,Marsh
651,MALL,0,Big Grass Marsh,Marsh
652,MALL,0,Big Grass Marsh,Marsh
653,MALL,0,Big Grass Marsh,Marsh
654,MALL,0,Big Grass Marsh,Marsh
655,MALL,0,Big Grass Marsh,Marsh
656,MALL,0,Big Grass Marsh,Marsh
657,MALL,0,Big Grass Marsh,Marsh
658,MALL,0,Big Grass Marsh,Marsh
659,MALL,0,Big Grass Marsh,Marsh
660,MALL,1,Oak Lake,Mixed
661,MALL,0,Oak Lake,Mixed
662,MALL,0,Oak Lake,Mixed
663,MALL,0,Oak Lake,Mixed
664,MALL,1,Delta (Long Creek),Lake
665,MALL,1,Delta (Long Creek),Lake
666,MALL,0,Delta (Long Creek),Lake
667,MALL,0,Delta (Long Creek),Lake
668,MALL,0,Delta (Long Creek),Lake
669,MALL,1,Delta (Long Creek),Lake
670,MALL,1,Delta (Long Creek),Lake
671,MALL,1,Big Grass Marsh,Marsh
672,MALL,0,Big Grass Marsh,Marsh
673,MALL,0,Big Grass Marsh,Marsh
674,MALL,1,Big Grass Marsh,Marsh
675,MALL,1,Big Grass Marsh,Marsh
676,MALL,0,Big Grass Marsh,Marsh
677,MALL,0,Big Grass Marsh,Marsh
